"id","url","publication_title","description","status","g_status","title","status_writer"
150079,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000252/18470807/069/0006","Staffordshire Advertiser","... University   has just terminated, after an unprecedented contest, and a larger number of the members convocation having polled than is, as we believe, on record. The numbers at the close, announced by the Vice Chancellor, were:    . Sir Robert ...",1,"","BERWICK-UPON-TWEED","xgboost_description"
150155,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001287/18470731/011/0002","Belfast Commercial Chronicle","... men without even a struggle. Most the Irish borough   will be decided next weekoar own among the numberand the counties immediately after; so that there every probability of the General   being over before the important period harvest shall ...",1,"","LATEST PAPERS","xgboost_description"
150167,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001286/18470802/048/0003","Bell's Weekly Messenger","... Chambers barrister the Horae . toutin'nomination, hot declined going to the poll. HIGH WYCOMBE. II and JI. S. Smith hare been   withcotopPo*l 00- HONITON. lorke the eminent engineer, and Sir J. W. Hogg, oppoaition. HORSHAM. CLOSE OP THE POLL. «i,r ...",1,"","AUGUST 2, 1847. UKRTFORn. , . ,nibpr», I,oid Mahon and Mr. Cowpor, were Tie la-' 7 Chambers barrister the Horae","xgboost_description"
150188,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000532/18470814/006/0001","Gloucester Journal","... this general  , to see how timi a bold the principles of fVeo trade have taken upon tlic Subtle mind of this country. (C'hceta.) Only tlireo days ago, ir. VUliers himself, the Barliainentary leader of tlic free trade contest, was  , without ...",1,"","YORKSHIRE (WEST RIDING.)","xgboost_description"
150305,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001635/18470803/061/0004","Essex Herald","... TAM WORTH UETIRN OF SIR R. PEEL. euNP-iiAV. The   for this took place thi- morning. As it wa» known that there would no oppo-itioo. and the principal candidate had already explained his principles and intentions, in his letter the constituency ...",1,"","TAM WORTH UETIRN OF SIR R. PEEL","xgboost_description"
150486,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001325/18470807/043/0003","The Suffolk Chronicle; or Weekly General Advertiser & County Express","... my excellent friend (Mr. Cowan) should succeed to the whole mantle your representative,   him again by all means. But 1 object Minister coming down be   because he a Minister. You will be soon called upon poo agsin ; for this Parliament will ...",1,"","COUNTIES OF SUFFOLK, ES","xgboost_description"
150717,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470807/038/0003","Morning Advertiser","... HUNGARY AN, Di noarvan, TUESDAY. A Court was held this day, for the purpose of   a proper person to represent the borough in Parliament, Mr. Andrew Carberrt proposed, and Mr. Robert Longan seconded, the nomination of the Right Hon. Richard Lalor ...",1,"","HUNGARY AN,","xgboost_description"
151162,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470730/062/0003","Morning Advertiser","... E. Ashton-under-Lyne, Thursday.This day the   of a Member for this borough took place. There was no opposition. C. Bindley, Esq., having been proposed and seconded in due form, was declared  , after which the meeting of electors, &c., dispersed ...",1,"","ASHTON-UNDER-LYNE","xgboost_description"
151168,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001286/18470802/058/0003","Bell's Weekly Messenger","... TAM WORTH. The notmnetton and   (there being opposition) took place on Wednesday, when Mr R. Peel and the High*. Hon. Yates Peel were returned. Sir R. Peel made a long speech, explaining and vindicating e policy which he Lad pur ued while in office ...",1,"","TAM WORTH","xgboost_description"
151326,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000822/18470812/003/0001","Enniskillen Chronicle and Erne Packet","... bloodshed which would inevitably have taken place b»l ibeir prvcautu'iidiy measures. COUNTY DUBLIN   MONDAY. {From the U. E, Packet) The   lor IUU county held !o«d;*y in the hLiluriiiiham, at ten oclock, there mas a very thin attendance ...",1,"","TIIUKSOaY","xgboost_description"
151461,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000151/18470811/033/0002","Blackburn Standard","... for the scrriiee of tiie father, l>jr hanguir- Khan. Macgregt resigned his place at the Board of Trade, in consequence his   member for Glasgow in the new 1 arhament, and ill succeeded principal secretary the board by Mr. John Shaw Lefnvre Observer ...",1,"","iUißcrlUnroua","xgboost_description"
151471,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470813/025/0005","Lincolnshire Chronicle","... Banks' eh. h. Grand 2 Six others started. Nottingham  . On Wednesday night last, a public dinner was given to Mr. Walter his constituents, to celebrate his triumphant return at the recent   for this borough. The entertainment, at which about ...",1,"","Newark Races.These races were numerously attended : this year the committee exerted themselves to the utmost, ..","xgboost_description"
151702,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001702/18470807/045/0003","Shipping and Mercantile Gazette","... ) I Boston (L.)   1841 : Bramston (C.). 2,310; Palmer (C.j, 2,230; Alton (L.), 583. KENT (WEST), Aug. 6.(2 mems.; 8,940 voters.) fSirE. Filmer (C.) 2,483 Poll oclock. ...",1,"","CLOSE OF POLLS,","xgboost_description"
151801,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001702/18470729/047/0003","Shipping and Mercantile Gazette","... return. The prospect of a speedy termination of the war with Mexico is md so good as our previous accounts indicated. The city   engrosses so much general attention as to almost suspend business of every description. Upon the Stock Exchange there is ...",1,"","ONE O'CLOCK","xgboost_description"
152022,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000914/18470814/031/0004","Cardiff and Merthyr Guardian, Glamorgan, Monmouth, and Brecon Gazette","... palace during the ap- proaching concerts, to be given on the 20th and 23rd of September. The Rev. Samuel Jackson has been   president of the Weslevan Methodist Society for the ensuing year. The Rev. Mr. Beecham was second on the list. MIRACULOUS ...",1,"","B ANKRUP'l,s.-rPro))j the Londor\ G&ztiie)","xgboost_description"
152084,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000176/18470812/026/0002","Nottinghamshire Guardian","... 0 39 Mattcnar N Alphahatteal list of the Bonoatant, Occmae*, and nader- Matteraey l\. FasanoLDsns, who Polled the recent   for Cottons and Cardan 10 Thorp two Boacnasai represent the town of Nottingham in Parliament. Total . 3 294 Candidatm ...",1,"","f ' tttkMm. thk Kotting DERBY MACKB. KINO'S HEAD TTKNEY CANTRELL, Dm K««» B«i, mbclbc at l>Mlva ©Clock. ' Tkk«ta","xgboost_description"
152282,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001286/18470731/105/0003","Bell's Weekly Messenger","... TAM WORTH. The nomination and   (tliere no opposition) took place on Wednesday, when Sir H. Peel and the Right Hon. Yates Peel were returned. Sir K. Peel made a long speech, expl lining and vindicating the policy which liad pursued white in office ...",1,"","TAM WORTH","xgboost_description"
152317,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000267/18470807/058/0008","Exeter and Plymouth Gazette","... SOUTH WILTSHIRE. The   for the Southern Division of the county of Wilts, took place at Salisbury, on Thursday, when John Bennett, Esq., and the Hon. Sidney Herbert, were returned without opposition. The latter candidate entered the town about 11 ...",1,"","SOUTH WILTSHIRE","xgboost_description"
152424,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000252/18470731/013/0001","Staffordshire Advertiser","... STONE UNION. TJORTER WANTED.The Board of Guardians -L of this Union will proceed to   a PORTER for the Workhouse, on Tuesday, the 10th day of August next, at twelve oclock. He wUI be required to devote his whole time to the duties of his office ...",1,"","STONE UNION","xgboost_description"
152457,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000251/18470807/044/0002","Staffordshire Advertiser","... July 27th, 1847. Clerk to the Guardians. STONE UNION. PORTER WANTED.The Board of Guardians of this Union will proceed to   a PORTER for the Workhouse, on Tuesday, the 10th day of August next, at twelve o clock. will be required to devote his whole ...",1,"","Stafford, July 27th, 1847. Clerk to the Guardians. STONE UNION","xgboost_description"
152611,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000494/18470731/021/0005","Hampshire Advertiser","... THB ISLE OF WIGHT. COWES, SATURDAY, July 31 The Elbotions. There have been no particular exertions used with regard to the   of candidates for the borough of New- port, as on former occasions, no hired mobs no open houses, nor banners ; one band ...",1,"","THB ISLE OF WIGHT","xgboost_description"
152647,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000992/18470828/003/0001","Oxford University and City Herald","... desirous of finding TWO GENTLEMEN, high character and first-rate attainments, fill the office*of IfEADand SECOND MASTERS. The   of Masters will be made subject the provisions of the scheme above referred to, which requires the Head Master Master of ...",1,"","TO Till; CLERGY","xgboost_description"
152893,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000081/18470827/003/0002","Liverpool Mercury","... Anderson. The poll was appointed to take place on Wednesday, the and Thursday, the 26th instant, (yesterday.) Freedom or   in Clare.Major Macnamara, in an address to his constituents, complains ot the system of intimidation practised against the ...",1,"","THE QUEEN'S VISIT TO SCOTLAND","xgboost_description"
153274,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000989/18470814/026/0004","Oxford Chronicle and Reading Gazette","... Castleit is defeat of the sycophantic hirelings who are only too happy to do the bidding of the Castles lord. Another general  , and the once all-powerful influence of the Castle is at an end in this county. The polling for the Western Division commenced ...",1,"","OZ.EAXrZHOB","xgboost_description"
153732,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000251/18470731/017/0001","Staffordshire Advertiser","... STONE UNION. PORTER WANTED.The Board of Guardians of this Union will proceed to   a PORTER for the Workhouse, on Tuesday, the 10th day of August next, at twelve o'clock. He will be required to devote his whole time to the duties of his office, and ...",1,"","STONE UNION","xgboost_description"
153937,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000401/18470806/060/0004","Shrewsbury Chronicle","... TAM WORTH The   was accomplished on Wed week, there being candidate in opposition to Sir Robert Peel and his brother, Mr. William Yates Feel. The two gentlemen having been proposed and seconded, Sir Robert addressed the electors considerable length ...",1,"","TAM WORTH","xgboost_description"
154177,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000408/18470729/034/0003","Dorset County Chronicle","... Bristol, Joseph amith, Kendal, WetiaiurtUnd, commiss-.on.ageot. iltyoitcr. UOKSKTSHIitK It is important to know that county   cannot take pUce earlier lliau the lOih. nor later lima the day from the time of proclamation, wnich u-.t he niatle within ...",1,"","anH Commerce","xgboost_description"
154312,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000183/18470728/024/0004","London Evening Standard","... for the interesting details of this trial, in consequence of the great pressure of intelligence connected with the General  . NORTHERN CIRCUIT. Durham, July 26. (.Before Mr. Justice Wightman ) WrOHTWICK V. SADLER. BREACH OF PROMISE'OV MARRIAGE. ...",1,"","SUMMER .ASSIZES","xgboost_description"
154370,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000174/18470731/021/0006","Morning Post","... Ennui, 410 guineas  Fis- ticuff, 100 guineas ; and Sloth, 2oo guineas g * * ,s Destructive Fire at Worcester during the  .-(From our Correspondent.)- Worcester, Fri- day.-A very alarming fiic broke out in Friar-street, in this city, near to the ...",1,"","SPORTING","xgboost_description"
154499,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000081/18470820/021/0005","Liverpool Mercury","... Trinidad Spectator, a young man named Drum is bar keeper. His friends call him the  Spiritstirring Drum. At the Dungarvon  , Mr. Shcil was denounced as  Sheil, the traitor.  Sheil, the renegade and the organ of the Young Irclanders, the Nation ...",1,"","MULTUM IN PARVO","xgboost_description"
154553,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000355/18470801/036/0007","Bell's Life in London and Sporting Chronicle","... past month considerable excitement has prevailed in the neighbouring towns, owing to the dissolution of Parliament and the   occurring the height of the season; consequently the inhabitants have been principally engaged in contest on shore in lieu ...",1,"","ROYAL YACHT SQUADRON INTELLIGENCE","xgboost_description"
154942,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000078/18470822/008/0004","Lloyd's Weekly Newspaper","... Timothy oantagueirackson, was placed at the bar before Mr. Bingham, charged with violently assaulting the   in the execution of their duty.  -constable 156 C stated that on the previous evening, about eight o'clock, he was on duty in Newport-market ...",1,"","SATURDAY'S POLICE","xgboost_description"
154955,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000270/18470807/031/0008","Bucks Herald","... WINDSOR  .-TOWN HALL. Thursday, Aug. 2. (Before William Legh, Esq., John Clode, Esq., Thos. Adams, Esq., and Robt. Blunt, Esq.) William King was charged with being drunk and conducting himself indecently, in George Street, on Sunday morning, at eleven ...",1,"","WINDSOR POLICE.-TOWN HALL","xgboost_description"
154984,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000270/18470821/042/0008","Bucks Herald","... BERKS COUNTY  .TOWN HALL. Windsor, Saturday, August 14. ( Before P. Crutchley, Esq., and H. Seymour, Esq.) Thomas Barrett and William Archer were charged Ephraim Grant, a constable of Clewcr, with having been drunk and disorderly on the 11th inst ...",1,"","BERKS COUNTY POLICE.TOWN HALL","xgboost_description"
155069,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000350/18470811/027/0005","Worcestershire Chronicle","... and  -constable Taylor took the prisoners into custody. Fined ss. each and costs. Assault.Dudley Pearson was charged by David Skelding with assaulting complainant, boy. Fined ss. and costs. Highways.Eight persons were charged by the   with ...",1,"","PETTY SESSIONS, Thursday, Aug. 5","xgboost_description"
155113,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001272/18470807/012/0002","Monmouthshire Beacon","... prisoner in the street Newport, of having robbed him; ,qnd in consequence of that accusation had taken him into custody.   Superintendent Hopkins deposed to having found the clothes of the prosecutor Tucker upon the prisoner. The things were produced ...",1,"","HOBDCRT AT NEWPORT","xgboost_description"
155150,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000498/18470731/040/0007","York Herald","... aaa charged with having, the previous night, assaulted Wintarbottom, one of te  . The officer stated that about eleven o'clock on Monday night, hearing the cries of  , he pro- ceeded to a lodging-house to M'almgate, whea he aaw the prisoner fighting ...",1,"","YORK LOCAL NEWS &c","xgboost_description"
155159,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001702/18470803/062/0004","Shipping and Mercantile Gazette","... THAMES-OFFICE, Fbloxv Pgmcf.mev.   constable* Henry Comsoil Elijah Keats were charged with having committed a felony in the London Dock*. On Saturday night,   constable K 110. who was acting sergeant, was going bis rounds little before 12 oclock ...",1,"","THAMES-OFFICE,","xgboost_description"
155226,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001017/18470821/040/0008","Kentish Independent","... utter word before she expired. An alarm was instantly given, and in a very short time the Irocureur du Hoi, the Prefect of  , considerable number of the most intelligent policeofficers were on the spot, and took active measures for tracing the author ...",1,"","jfore.gn InttUtgtntr. THE UNITED STATES AND MEXICO. The British and North American Royal Mail s earn ship ..","xgboost_description"
155313,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000183/18470827/011/0002","London Evening Standard","... and when we add that two dead bodies are lying at St. Martin's Workhouse we believe we state the amount of the calamity. ,   Constable Fitch, F 111, his wife, brother, »^ two children had a most miraculous escape; tbey w standing very near the engine ...",1,"","FRIGHTFUL EXPLOSION AND LOSS OF.LIFE THIS MORNING","xgboost_description"
155653,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000350/18470825/030/0005","Worcestershire Chronicle","... received a very bad character from his master, who had occasion to bring him to fhis court before ; he was well known to the  , having given them no little trouble. Com- for 14 days. ,  . . Wilful Damage.P. Hudson charged Francis with wilful damage ...",1,"","WORDSLEY","xgboost_description"
156475,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001427/18470729/077/0003","Morning Advertiser","... anticipated a few days ago. The general opinion here is that the contest will be a close one. In the course of to-day another   for parliamentary honours has made his appearance, in the person of Mr. Peter Blackburne, a Conservative, and Chairman of ...",1,"","EDINBURGH","xgboost_description"
156808,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000384/18470827/009/0003","Coventry Herald","... that Prison. One of the American papers has head,  Marriages intended,*' under which are ranged the names of affianced   for the state of matrimony.-A meeting of Swiss sharpshooters lately took p'ace on the plain of Wyler, in the Canton of ...",1,"","VARIETIES","xgboost_description"
157430,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001702/18470828/049/0004","Shipping and Mercantile Gazette","... checks upon bankers.^The cases selected for hearing against the   were two preferred by Mr. Smith, the landlord of the White Lion Tavern, Edgware-road, whose son stated that the   came to him with a check for 20/., which he said Mr. Birmingham ...",1,"","CLERKENWELL","xgboost_description"
157628,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000251/18470821/103/0008","Staffordshire Advertiser","... the Carmartbenshiro raol has boo* committed for trial, charge of having aided a   named Evans, who was accused of horse stealing, to make his escape from that  . MDRDKE OF lUWXA*. mtk, u John Bnott, the locksmen (J«ck Ketch) of the city of ...",1,"","If- 1| dts if- l| dls 2J 2 dis","xgboost_description"
157742,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000094/18470824/033/0003","North Wales Chronicle","... (be Carmarthenshire gaol has been committed for triaf, charge of baring aided   named Evans, who eras accused of horse stealing, to make his escape from that  . Upwards of 300 of the out-pensioners of Chelsea Hospital, together with their ...",1,"","Shipping Intelligence","xgboost_description"
157771,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000091/18470821/052/0012","Northern Star and Leeds General Advertiser","... Carmnarthenshireogaol .has been committed for trial, on a charge of having aided a   named Evans, who was accused of horse stealing, to make his escape from that  . A meeting has been held in New York, to consider the propriety of adopting some ...",1,"","[ill]","xgboost_description"
158395,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0000354/18470806/041/0008","Lincolnshire Chronicle","... per score.   fat, 9d per stone hides, 2d per lb.; calf skins. 2d to 4d per lb. NOTTINGHAM, Wednesday -Best Beasts, 7s Sd to 8s; inferior, to 7s sd. Be*t Sheep, 7d to 7i«i inferior, 6d to 64d. Calves, 6d to 64d. Hides, 2s 9d to 3s   fat 4s 8d ; ...",1,"","CATTLE MARKETS","xgboost_description"
158536,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001319/18470822/091/0008","Bell's New Weekly Messenger","... except at lower rates, and the whole of 310 bags African sale was taken in at 32s to 34s for middling and good middling bold  . Cassia lalguea.A small parcel of 116 chests mouldy and repacked, public sale, sold slowly, at about the former value good ...",1,"","","xgboost_description"
159427,"https://www.britishnewspaperarchive.co.uk/viewer/download/bl/0001286/18470802/141/0006","Bell's Weekly Messenger","... in one act, called O'g* Colton, was prodocwl this theatre Monday evening. is a lion, m which extravagance and absurdity of   and character are carried to tho utmost verge of the Ucen» allowed to this species of compoaitiuu. But the lively, and scasui ...",1,"","ROYAL ITALIAN* OPERA","xgboost_description"
